mutation_id,family,family_index,operator,parameters_json,independent_oracle_detected,oracle_comparison_detected,trace_detected,signature_detected,trace_cases,trace_mismatches,signature_cases,signature_mismatches,affected_kernels,cache_hits,cache_misses,nontermination_guards,first_witness_json
cache_key_projection_005_bcf5e9ed85,cache_key_projection,5,project_keep_fields,"{""deleted_fields"":[""state.speed"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action"",""observation.speed"",""observation.within_goal""],""kept_fields"":[""state.position"",""state.step"",""observation.distance"",""observation.status""]}",1,1,1,1,18432,3995,4608,1174,119,62446,16919,0,"{""agent"":""speed_only"",""difference"":{""observed_length"":3,""observed_step"":[[3,-1,0,0],""coast"",""running""],""oracle_length"":5,""oracle_step"":[[3,-1,0,0],""brake"",""running""],""step_index"":1},""family"":""cache_key_projection"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":59,""mutation_id"":""cache_key_projection_005_bcf5e9ed85"",""observed_trace_sha256"":""9170eb52c91f16f1c230038c071ddf8424ede675fd662631d9fa7fdf858847cf"",""operator"":""project_keep_fields"",""oracle_signature_mask"":59,""oracle_trace_sha256"":""d42607ffabd3d5b1591355898aec1c7aa9227532229105eea94f247e422b7142"",""parameters"":{""deleted_fields"":[""state.speed"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action"",""observation.speed"",""observation.within_goal""],""kept_fields"":[""state.position"",""state.step"",""observation.distance"",""observation.status""]},""presentation"":{""delay"":1,""distance_mode"":""hidden"",""name"":""view_05_exact_hidden_d1"",""speed_mode"":""exact""},""replay_order"":""canonical"",""sample_rank"":0}"
cache_key_projection_006_9bb6e35fa9,cache_key_projection,6,delete_fields,"{""deleted_fields"":[""observation.status""],""kept_fields"":[""state.position"",""state.speed"",""state.step"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action"",""observation.speed"",""observation.distance"",""observation.within_goal""]}",0,0,0,0,18432,0,4608,0,0,27878,49962,0,null
cache_key_projection_007_77d88d6059,cache_key_projection,7,project_keep_fields,"{""deleted_fields"":[""state.position"",""state.speed"",""state.used_brake"",""memory.believed_distance""],""kept_fields"":[""state.step"",""memory.believed_speed"",""memory.previous_action"",""observation.speed"",""observation.distance"",""observation.within_goal"",""observation.status""]}",1,1,1,1,18432,69,4608,6,16,32174,45687,0,"{""agent"":""speed_only"",""difference"":{""observed_length"":8,""observed_step"":[[2,-1,0,0],""coast"",""running""],""oracle_length"":7,""oracle_step"":[[2,-1,1,0],""coast"",""overshoot""],""step_index"":6},""family"":""cache_key_projection"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":22,""goal_start"":20,""horizon"":8,""name"":""brake_10413"",""start_position"":0,""start_speed"":6},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":59,""mutation_id"":""cache_key_projection_007_77d88d6059"",""observed_trace_sha256"":""54f669073e78b2262c7426aeb22c584a69328af7a4fea9592ca782f06e11ae96"",""operator"":""project_keep_fields"",""oracle_signature_mask"":59,""oracle_trace_sha256"":""64e53264b542395447d8b9a1a7a349bf67f8264b71b9804a3987500490f55e9a"",""parameters"":{""deleted_fields"":[""state.position"",""state.speed"",""state.used_brake"",""memory.believed_distance""],""kept_fields"":[""state.step"",""memory.believed_speed"",""memory.previous_action"",""observation.speed"",""observation.distance"",""observation.within_goal"",""observation.status""]},""presentation"":{""delay"":0,""distance_mode"":""hidden"",""name"":""view_10_coarse_hidden_d0"",""speed_mode"":""coarse""},""replay_order"":""canonical"",""sample_rank"":34}"
cache_key_projection_008_f417edfc05,cache_key_projection,8,delete_fields,"{""deleted_fields"":[""state.position"",""state.step"",""memory.believed_speed"",""observation.status""],""kept_fields"":[""state.speed"",""state.used_brake"",""memory.believed_distance"",""memory.previous_action"",""observation.speed"",""observation.distance"",""observation.within_goal""]}",1,1,1,1,18432,2043,4608,260,45,42612,46525,585,"{""agent"":""instant_stop"",""difference"":{""observed_length"":4,""observed_step"":[[3,4,0,0],""coast"",""running""],""oracle_length"":2,""oracle_step"":[[3,4,0,0],""coast"",""overshoot""],""step_index"":1},""family"":""cache_key_projection"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":59,""mutation_id"":""cache_key_projection_008_f417edfc05"",""observed_trace_sha256"":""0f2045c69cd38eb7daa2374b55889ccfefaeea9466645696dffbd1e61cd435e3"",""operator"":""delete_fields"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""2c4649dc952678fc8e14118b59d4cfcb2ed3a4e5f42cc58eaaf1e9b6f2b73887"",""parameters"":{""deleted_fields"":[""state.position"",""state.step"",""memory.believed_speed"",""observation.status""],""kept_fields"":[""state.speed"",""state.used_brake"",""memory.believed_distance"",""memory.previous_action"",""observation.speed"",""observation.distance"",""observation.within_goal""]},""presentation"":{""delay"":1,""distance_mode"":""exact"",""name"":""view_01_exact_exact_d1"",""speed_mode"":""exact""},""replay_order"":""canonical"",""sample_rank"":0}"
cache_key_projection_009_5a23bdec96,cache_key_projection,9,project_keep_fields,"{""deleted_fields"":[""state.position"",""state.speed"",""state.step"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action"",""observation.distance"",""observation.status""],""kept_fields"":[""observation.speed"",""observation.within_goal""]}",1,1,1,1,18432,14737,4608,2619,128,243931,5006,8823,"{""agent"":""reference"",""difference"":{""observed_length"":21,""observed_step"":[[3,1,0,0],""coast"",""running""],""oracle_length"":3,""oracle_step"":[[3,1,0,0],""brake"",""running""],""step_index"":1},""family"":""cache_key_projection"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""cache_key_projection_009_5a23bdec96"",""observed_trace_sha256"":""13977a888ad0a0dcd9523fb3ab4f339fedf5fcb13200b298d20d819e98570655"",""operator"":""project_keep_fields"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""9f9c2ae8a8d990ef3b4923626cdb1415dad2a614e8dadb3aa8931dedb72bee38"",""parameters"":{""deleted_fields"":[""state.position"",""state.speed"",""state.step"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action"",""observation.distance"",""observation.status""],""kept_fields"":[""observation.speed"",""observation.within_goal""]},""presentation"":{""delay"":0,""distance_mode"":""exact"",""name"":""view_00_exact_exact_d0"",""speed_mode"":""exact""},""replay_order"":""canonical"",""sample_rank"":0}"
cache_key_projection_010_ea2fcc24e6,cache_key_projection,10,delete_fields,"{""deleted_fields"":[""observation.speed"",""observation.within_goal""],""kept_fields"":[""state.position"",""state.speed"",""state.step"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action"",""observation.distance"",""observation.status""]}",1,1,1,1,18432,3974,4608,1150,119,60589,18650,0,"{""agent"":""speed_only"",""difference"":{""observed_length"":3,""observed_step"":[[3,-1,0,0],""coast"",""running""],""oracle_length"":5,""oracle_step"":[[3,-1,0,0],""brake"",""running""],""step_index"":1},""family"":""cache_key_projection"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":59,""mutation_id"":""cache_key_projection_010_ea2fcc24e6"",""observed_trace_sha256"":""9170eb52c91f16f1c230038c071ddf8424ede675fd662631d9fa7fdf858847cf"",""operator"":""delete_fields"",""oracle_signature_mask"":59,""oracle_trace_sha256"":""d42607ffabd3d5b1591355898aec1c7aa9227532229105eea94f247e422b7142"",""parameters"":{""deleted_fields"":[""observation.speed"",""observation.within_goal""],""kept_fields"":[""state.position"",""state.speed"",""state.step"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action"",""observation.distance"",""observation.status""]},""presentation"":{""delay"":1,""distance_mode"":""hidden"",""name"":""view_05_exact_hidden_d1"",""speed_mode"":""exact""},""replay_order"":""canonical"",""sample_rank"":0}"
cache_key_projection_011_4c82dd1136,cache_key_projection,11,project_keep_fields,"{""deleted_fields"":[""state.speed"",""state.step"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action""],""kept_fields"":[""state.position"",""observation.speed"",""observation.distance"",""observation.within_goal"",""observation.status""]}",1,1,1,1,18432,180,4608,44,37,33754,44115,0,"{""agent"":""speed_only"",""difference"":{""observed_length"":4,""observed_step"":[[2,0,0,0],""coast"",""running""],""oracle_length"":2,""oracle_step"":[[2,0,0,0],""coast"",""overshoot""],""step_index"":1},""family"":""cache_key_projection"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""cache_key_projection_011_4c82dd1136"",""observed_trace_sha256"":""c1b9583099ec604bcb6e67a9e7021e6550624c765ed230a67d4e70318f338ba2"",""operator"":""project_keep_fields"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""f366221e53fc3b9b07171f561020c4da8ae85eded76be47b6056903178b4488d"",""parameters"":{""deleted_fields"":[""state.speed"",""state.step"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action""],""kept_fields"":[""state.position"",""observation.speed"",""observation.distance"",""observation.within_goal"",""observation.status""]},""presentation"":{""delay"":0,""distance_mode"":""coarse"",""name"":""view_08_coarse_coarse_d0"",""speed_mode"":""coarse""},""replay_order"":""canonical"",""sample_rank"":0}"
cache_key_projection_012_0639e12425,cache_key_projection,12,delete_fields,"{""deleted_fields"":[""state.position"",""state.speed"",""memory.previous_action"",""observation.within_goal""],""kept_fields"":[""state.step"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""observation.speed"",""observation.distance"",""observation.status""]}",1,1,1,1,18432,118,4608,2,15,28765,49065,0,"{""agent"":""speed_only"",""difference"":{""observed_length"":3,""observed_step"":[[2,-1,0,0],""coast"",""overshoot""],""oracle_length"":5,""oracle_step"":[[2,-1,0,0],""coast"",""running""],""step_index"":2},""family"":""cache_key_projection"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":59,""mutation_id"":""cache_key_projection_012_0639e12425"",""observed_trace_sha256"":""41f51769d4648acbb4f95c124953e3f7fb8cd41f2e3a770eb357b70f683ce15a"",""operator"":""delete_fields"",""oracle_signature_mask"":59,""oracle_trace_sha256"":""d42607ffabd3d5b1591355898aec1c7aa9227532229105eea94f247e422b7142"",""parameters"":{""deleted_fields"":[""state.position"",""state.speed"",""memory.previous_action"",""observation.within_goal""],""kept_fields"":[""state.step"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""observation.speed"",""observation.distance"",""observation.status""]},""presentation"":{""delay"":1,""distance_mode"":""hidden"",""name"":""view_05_exact_hidden_d1"",""speed_mode"":""exact""},""replay_order"":""canonical"",""sample_rank"":0}"
cache_key_projection_013_7fdecb1e30,cache_key_projection,13,project_keep_fields,"{""deleted_fields"":[""state.used_brake"",""memory.believed_speed"",""observation.within_goal"",""observation.status""],""kept_fields"":[""state.position"",""state.speed"",""state.step"",""memory.believed_distance"",""memory.previous_action"",""observation.speed"",""observation.distance""]}",0,0,0,0,18432,0,4608,0,0,28664,49176,0,null
cache_key_projection_014_e9a96ac4dc,cache_key_projection,14,delete_fields,"{""deleted_fields"":[""state.position"",""state.step"",""observation.speed"",""observation.distance""],""kept_fields"":[""state.speed"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action"",""observation.within_goal"",""observation.status""]}",1,1,1,1,18432,8154,4608,2016,128,89712,5049,648,"{""agent"":""reference"",""difference"":{""observed_length"":3,""observed_step"":[[3,4,0,0],""brake"",""running""],""oracle_length"":2,""oracle_step"":[[3,4,0,0],""coast"",""overshoot""],""step_index"":1},""family"":""cache_key_projection"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""cache_key_projection_014_e9a96ac4dc"",""observed_trace_sha256"":""5c7f640cd63e08d673adba5cf98fe07ab2e8c7de32fb80beabec9a4f3dc560fb"",""operator"":""delete_fields"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""2c4649dc952678fc8e14118b59d4cfcb2ed3a4e5f42cc58eaaf1e9b6f2b73887"",""parameters"":{""deleted_fields"":[""state.position"",""state.step"",""observation.speed"",""observation.distance""],""kept_fields"":[""state.speed"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action"",""observation.within_goal"",""observation.status""]},""presentation"":{""delay"":1,""distance_mode"":""exact"",""name"":""view_01_exact_exact_d1"",""speed_mode"":""exact""},""replay_order"":""canonical"",""sample_rank"":0}"
cache_key_projection_015_873a8d136b,cache_key_projection,15,project_keep_fields,"{""deleted_fields"":[""state.position"",""memory.believed_speed"",""memory.believed_distance"",""observation.speed"",""observation.status""],""kept_fields"":[""state.speed"",""state.step"",""state.used_brake"",""memory.previous_action"",""observation.distance"",""observation.within_goal""]}",1,1,1,1,18432,3995,4608,1174,119,61833,17532,0,"{""agent"":""speed_only"",""difference"":{""observed_length"":3,""observed_step"":[[3,-1,0,0],""coast"",""running""],""oracle_length"":5,""oracle_step"":[[3,-1,0,0],""brake"",""running""],""step_index"":1},""family"":""cache_key_projection"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":59,""mutation_id"":""cache_key_projection_015_873a8d136b"",""observed_trace_sha256"":""9170eb52c91f16f1c230038c071ddf8424ede675fd662631d9fa7fdf858847cf"",""operator"":""project_keep_fields"",""oracle_signature_mask"":59,""oracle_trace_sha256"":""d42607ffabd3d5b1591355898aec1c7aa9227532229105eea94f247e422b7142"",""parameters"":{""deleted_fields"":[""state.position"",""memory.believed_speed"",""memory.believed_distance"",""observation.speed"",""observation.status""],""kept_fields"":[""state.speed"",""state.step"",""state.used_brake"",""memory.previous_action"",""observation.distance"",""observation.within_goal""]},""presentation"":{""delay"":1,""distance_mode"":""hidden"",""name"":""view_05_exact_hidden_d1"",""speed_mode"":""exact""},""replay_order"":""canonical"",""sample_rank"":0}"
cache_key_projection_016_3868450a85,cache_key_projection,16,delete_fields,"{""deleted_fields"":[""state.position"",""state.step"",""observation.status""],""kept_fields"":[""state.speed"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action"",""observation.speed"",""observation.distance"",""observation.within_goal""]}",1,1,1,1,18432,1872,4608,66,44,40341,47036,512,"{""agent"":""reference"",""difference"":{""observed_length"":4,""observed_step"":[[-1,0,0,0],""brake"",""running""],""oracle_length"":3,""oracle_step"":[[-1,0,0,0],""brake"",""overshoot""],""step_index"":2},""family"":""cache_key_projection"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":59,""mutation_id"":""cache_key_projection_016_3868450a85"",""observed_trace_sha256"":""0bd26e9dfbbf96ea4e68b365107ffd32affe3ac8db347996f9c1c3d9be156143"",""operator"":""delete_fields"",""oracle_signature_mask"":59,""oracle_trace_sha256"":""d95f65a2149983c57e6167ce88b329c085dcb451075b10090d28a37e204cd238"",""parameters"":{""deleted_fields"":[""state.position"",""state.step"",""observation.status""],""kept_fields"":[""state.speed"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action"",""observation.speed"",""observation.distance"",""observation.within_goal""]},""presentation"":{""delay"":1,""distance_mode"":""coarse"",""name"":""view_15_hidden_coarse_d1"",""speed_mode"":""hidden""},""replay_order"":""canonical"",""sample_rank"":0}"
cache_key_projection_017_23a57c6443,cache_key_projection,17,project_keep_fields,"{""deleted_fields"":[""state.position"",""state.speed"",""memory.believed_speed"",""memory.previous_action"",""observation.speed"",""observation.distance"",""observation.within_goal""],""kept_fields"":[""state.step"",""state.used_brake"",""memory.believed_distance"",""observation.status""]}",1,1,1,1,18432,7898,4608,2034,128,77758,4574,0,"{""agent"":""reference"",""difference"":{""observed_length"":3,""observed_step"":[[3,4,0,0],""brake"",""running""],""oracle_length"":2,""oracle_step"":[[3,4,0,0],""coast"",""overshoot""],""step_index"":1},""family"":""cache_key_projection"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""cache_key_projection_017_23a57c6443"",""observed_trace_sha256"":""5c7f640cd63e08d673adba5cf98fe07ab2e8c7de32fb80beabec9a4f3dc560fb"",""operator"":""project_keep_fields"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""2c4649dc952678fc8e14118b59d4cfcb2ed3a4e5f42cc58eaaf1e9b6f2b73887"",""parameters"":{""deleted_fields"":[""state.position"",""state.speed"",""memory.believed_speed"",""memory.previous_action"",""observation.speed"",""observation.distance"",""observation.within_goal""],""kept_fields"":[""state.step"",""state.used_brake"",""memory.believed_distance"",""observation.status""]},""presentation"":{""delay"":1,""distance_mode"":""exact"",""name"":""view_01_exact_exact_d1"",""speed_mode"":""exact""},""replay_order"":""canonical"",""sample_rank"":0}"
cache_key_projection_018_ada1244168,cache_key_projection,18,delete_fields,"{""deleted_fields"":[""state.step"",""state.used_brake"",""memory.believed_distance"",""observation.within_goal""],""kept_fields"":[""state.position"",""state.speed"",""memory.believed_speed"",""memory.previous_action"",""observation.speed"",""observation.distance"",""observation.status""]}",1,1,1,1,18432,4,4608,2,1,32820,45020,0,"{""agent"":""reference"",""difference"":{""observed_length"":5,""observed_step"":[[4,-1,0,0],""coast"",""overshoot""],""oracle_length"":5,""oracle_step"":[[4,-1,0,0],""brake"",""overshoot""],""step_index"":4},""family"":""cache_key_projection"",""kernel"":{""brake_force"":3,""friction"":0,""goal_end"":21,""goal_start"":18,""horizon"":10,""name"":""brake_9906"",""start_position"":0,""start_speed"":5},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""cache_key_projection_018_ada1244168"",""observed_trace_sha256"":""eff1cbff020282b7c8a0e99d9e3eaa1eb5f35fc3c5f28778d8cc53d1cc3d96c3"",""operator"":""delete_fields"",""oracle_signature_mask"":59,""oracle_trace_sha256"":""3a01b87987175535af150947f9ef250e66840db62e60587ad1904e18634eaca5"",""parameters"":{""deleted_fields"":[""state.step"",""state.used_brake"",""memory.believed_distance"",""observation.within_goal""],""kept_fields"":[""state.position"",""state.speed"",""memory.believed_speed"",""memory.previous_action"",""observation.speed"",""observation.distance"",""observation.status""]},""presentation"":{""delay"":1,""distance_mode"":""hidden"",""name"":""view_11_coarse_hidden_d1"",""speed_mode"":""coarse""},""replay_order"":""canonical"",""sample_rank"":127}"
cache_key_projection_019_657d7ecd23,cache_key_projection,19,project_keep_fields,"{""deleted_fields"":[""state.position"",""state.step"",""memory.previous_action"",""observation.speed""],""kept_fields"":[""state.speed"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""observation.distance"",""observation.within_goal"",""observation.status""]}",1,1,1,1,18432,5648,4608,1182,119,69956,17857,486,"{""agent"":""reference"",""difference"":{""observed_length"":4,""observed_step"":[[3,0,0,0],""brake"",""running""],""oracle_length"":3,""oracle_step"":[[3,0,0,0],""brake"",""overshoot""],""step_index"":2},""family"":""cache_key_projection"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""cache_key_projection_019_657d7ecd23"",""observed_trace_sha256"":""17c67a86050c81e0f0d1449f0bb87dafbd8bd2b2dfaa223689d22116a55c86a5"",""operator"":""project_keep_fields"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""347bb649e55fa988d0bd4fb1dbe3ac7c77775b1c84e7f5135c07287a79fc478e"",""parameters"":{""deleted_fields"":[""state.position"",""state.step"",""memory.previous_action"",""observation.speed""],""kept_fields"":[""state.speed"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""observation.distance"",""observation.within_goal"",""observation.status""]},""presentation"":{""delay"":1,""distance_mode"":""coarse"",""name"":""view_03_exact_coarse_d1"",""speed_mode"":""exact""},""replay_order"":""canonical"",""sample_rank"":0}"
